timestamp,strategy_id,grid_to_load_kwh,grid_to_battery_kwh,pv_to_load_kwh,pv_to_battery_kwh,battery_to_load_kwh,curtailment_kwh,soc_kwh,battery_loss_kwh,load_kwh,pv_generation_kwh,grid_import_kwh
2024-07-02 03:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-02 04:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-02 05:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-02 06:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-02 07:00:00,no_battery,12.758137186917562,0.0,14.370923193550762,0.0,0.0,0.0,0.0,0.0,27.129060380468324,14.370923193550762,12.758137186917562
2024-07-02 08:00:00,no_battery,72.62585842407094,0.0,27.762491720534513,0.0,0.0,0.0,0.0,0.0,100.38835014460545,27.762491720534513,72.62585842407094
2024-07-02 09:00:00,no_battery,61.89792877431695,0.0,39.262092316450676,0.0,0.0,0.0,0.0,0.0,101.16002109076763,39.262092316450676,61.89792877431695
2024-07-02 10:00:00,no_battery,55.23614882976755,0.0,48.08604620467607,0.0,0.0,0.0,0.0,0.0,103.32219503444362,48.08604620467607,55.23614882976755
2024-07-02 11:00:00,no_battery,52.81361139876379,0.0,53.633015510001435,0.0,0.0,0.0,0.0,0.0,106.44662690876523,53.633015510001435,52.81361139876379
2024-07-02 12:00:00,no_battery,54.38950122131171,0.0,55.52498344106903,0.0,0.0,0.0,0.0,0.0,109.91448466238074,55.52498344106903,54.38950122131171
2024-07-02 13:00:00,no_battery,60.67089833732194,0.0,53.633015510001435,0.0,0.0,0.0,0.0,0.0,114.30391384732337,53.633015510001435,60.67089833732194
2024-07-02 14:00:00,no_battery,69.36089957628943,0.0,48.08604620467608,0.0,0.0,0.0,0.0,0.0,117.4469457809655,48.08604620467608,69.36089957628943
2024-07-02 15:00:00,no_battery,77.97566642071088,0.0,39.262092316450676,0.0,0.0,0.0,0.0,0.0,117.23775873716156,39.262092316450676,77.97566642071088
2024-07-02 16:00:00,no_battery,87.43859875984384,0.0,27.762491720534513,0.0,0.0,0.0,0.0,0.0,115.20109048037835,27.762491720534513,87.43859875984384
2024-07-02 17:00:00,no_battery,98.66799334315154,0.0,14.370923193550778,0.0,0.0,0.0,0.0,0.0,113.03891653670232,14.370923193550778,98.66799334315154
2024-07-02 18:00:00,no_battery,109.91448466238074,0.0,6.799849324381498e-15,0.0,0.0,0.0,0.0,0.0,109.91448466238074,6.799849324381498e-15,109.91448466238074
2024-07-02 19:00:00,no_battery,106.44662690876523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.44662690876523,0.0,106.44662690876523
2024-07-02 20:00:00,no_battery,103.32219503444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32219503444362,0.0,103.32219503444362
2024-07-02 21:00:00,no_battery,101.16002109076763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.16002109076763,0.0,101.16002109076763
2024-07-02 22:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-02 23:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 00:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 01:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 02:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 03:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 04:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 05:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 06:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 07:00:00,no_battery,12.29824595185637,0.0,14.830814428611955,0.0,0.0,0.0,0.0,0.0,27.129060380468324,14.830814428611955,12.29824595185637
2024-07-03 08:00:00,no_battery,71.73741678161178,0.0,28.650933362993676,0.0,0.0,0.0,0.0,0.0,100.38835014460545,28.650933362993676,71.73741678161178
2024-07-03 09:00:00,no_battery,60.641482554174175,0.0,40.518538536593454,0.0,0.0,0.0,0.0,0.0,101.16002109076763,40.518538536593454,60.641482554174175
2024-07-03 10:00:00,no_battery,53.697322765468336,0.0,49.62487226897529,0.0,0.0,0.0,0.0,0.0,103.32219503444362,49.62487226897529,53.697322765468336
2024-07-03 11:00:00,no_battery,51.09727394355981,0.0,55.34935296520541,0.0,0.0,0.0,0.0,0.0,106.44662690876523,55.34935296520541,51.09727394355981
2024-07-03 12:00:00,no_battery,52.612617936393384,0.0,57.30186672598736,0.0,0.0,0.0,0.0,0.0,109.91448466238074,57.30186672598736,52.612617936393384
2024-07-03 13:00:00,no_battery,60.466367730306246,0.0,55.34935296520541,0.0,0.0,0.0,0.0,0.0,115.81572069551166,55.34935296520541,60.466367730306246
2024-07-03 14:00:00,no_battery,69.3338803601785,0.0,49.624872268975295,0.0,0.0,0.0,0.0,0.0,118.95875262915379,49.624872268975295,69.3338803601785
2024-07-03 15:00:00,no_battery,78.23102704875639,0.0,40.518538536593454,0.0,0.0,0.0,0.0,0.0,118.74956558534984,40.518538536593454,78.23102704875639
2024-07-03 16:00:00,no_battery,86.55015711738469,0.0,28.650933362993676,0.0,0.0,0.0,0.0,0.0,115.20109048037835,28.650933362993676,86.55015711738469
2024-07-03 17:00:00,no_battery,98.20810210809034,0.0,14.830814428611973,0.0,0.0,0.0,0.0,0.0,113.03891653670232,14.830814428611973,98.20810210809034
2024-07-03 18:00:00,no_battery,109.91448466238074,0.0,7.017454767114865e-15,0.0,0.0,0.0,0.0,0.0,109.91448466238074,7.017454767114865e-15,109.91448466238074
2024-07-03 19:00:00,no_battery,106.44662690876523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.44662690876523,0.0,106.44662690876523
2024-07-03 20:00:00,no_battery,103.32219503444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32219503444362,0.0,103.32219503444362
2024-07-03 21:00:00,no_battery,101.16002109076763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.16002109076763,0.0,101.16002109076763
2024-07-03 22:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-03 23:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 00:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 01:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 02:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 03:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 04:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 05:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 06:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 07:00:00,no_battery,11.718971641931468,0.0,15.410088738536857,0.0,0.0,0.0,0.0,0.0,27.129060380468324,15.410088738536857,11.718971641931468
2024-07-04 08:00:00,no_battery,70.61834474868729,0.0,29.770005395918158,0.0,0.0,0.0,0.0,0.0,100.38835014460545,29.770005395918158,70.61834474868729
2024-07-04 09:00:00,no_battery,59.05887570793994,0.0,42.10114538282769,0.0,0.0,0.0,0.0,0.0,101.16002109076763,42.10114538282769,59.05887570793994
2024-07-04 10:00:00,no_battery,51.75903314711375,0.0,51.563161887329876,0.0,0.0,0.0,0.0,0.0,103.32219503444362,51.563161887329876,51.75903314711375
2024-07-04 11:00:00,no_battery,48.93539278740068,0.0,57.511234121364545,0.0,0.0,0.0,0.0,0.0,106.44662690876523,57.511234121364545,48.93539278740068
2024-07-04 12:00:00,no_battery,51.78145130147432,0.0,59.54001079183632,0.0,0.0,0.0,0.0,0.0,111.32146209331064,59.54001079183632,51.78145130147432
2024-07-04 13:00:00,no_battery,59.810389965094195,0.0,57.511234121364545,0.0,0.0,0.0,0.0,0.0,117.32162408645874,57.511234121364545,59.810389965094195
2024-07-04 14:00:00,no_battery,68.90149413277098,0.0,51.56316188732989,0.0,0.0,0.0,0.0,0.0,120.46465602010088,51.56316188732989,68.90149413277098
2024-07-04 15:00:00,no_battery,78.15432359346923,0.0,42.10114538282769,0.0,0.0,0.0,0.0,0.0,120.25546897629692,42.10114538282769,78.15432359346923
2024-07-04 16:00:00,no_battery,86.83806251539009,0.0,29.770005395918158,0.0,0.0,0.0,0.0,0.0,116.60806791130825,29.770005395918158,86.83806251539009
2024-07-04 17:00:00,no_battery,97.62882779816545,0.0,15.410088738536873,0.0,0.0,0.0,0.0,0.0,113.03891653670232,15.410088738536873,97.62882779816545
2024-07-04 18:00:00,no_battery,109.91448466238073,0.0,7.291548363742123e-15,0.0,0.0,0.0,0.0,0.0,109.91448466238074,7.291548363742123e-15,109.91448466238073
2024-07-04 19:00:00,no_battery,106.44662690876523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.44662690876523,0.0,106.44662690876523
2024-07-04 20:00:00,no_battery,103.32219503444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32219503444362,0.0,103.32219503444362
2024-07-04 21:00:00,no_battery,101.16002109076763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.16002109076763,0.0,101.16002109076763
2024-07-04 22:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-04 23:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 00:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 01:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 02:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 03:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 04:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 05:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 06:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 07:00:00,no_battery,11.09648648015957,0.0,16.032573900308755,0.0,0.0,0.0,0.0,0.0,27.129060380468324,16.032573900308755,11.09648648015957
2024-07-05 08:00:00,no_battery,69.41579576021289,0.0,30.972554384392566,0.0,0.0,0.0,0.0,0.0,100.38835014460545,30.972554384392566,69.41579576021289
2024-07-05 09:00:00,no_battery,57.35821461902139,0.0,43.80180647174624,0.0,0.0,0.0,0.0,0.0,101.16002109076763,43.80180647174624,57.35821461902139
2024-07-05 10:00:00,no_battery,49.67615720048551,0.0,53.64603783395811,0.0,0.0,0.0,0.0,0.0,103.32219503444362,53.64603783395811,49.67615720048551
2024-07-05 11:00:00,no_battery,46.61224653671023,0.0,59.834380372054994,0.0,0.0,0.0,0.0,0.0,106.44662690876523,59.834380372054994,46.61224653671023
2024-07-05 12:00:00,no_battery,50.875907637190345,0.0,61.94510876878514,0.0,0.0,0.0,0.0,0.0,112.82101640597548,61.94510876878514,50.875907637190345
2024-07-05 13:00:00,no_battery,58.9867980270686,0.0,59.834380372054994,0.0,0.0,0.0,0.0,0.0,118.8211783991236,59.834380372054994,58.9867980270686
2024-07-05 14:00:00,no_battery,68.3181724988076,0.0,53.646037833958125,0.0,0.0,0.0,0.0,0.0,121.96421033276572,53.646037833958125,68.3181724988076
2024-07-05 15:00:00,no_battery,77.95321681721555,0.0,43.80180647174624,0.0,0.0,0.0,0.0,0.0,121.75502328896178,43.80180647174624,77.95321681721555
2024-07-05 16:00:00,no_battery,87.13506783958053,0.0,30.972554384392566,0.0,0.0,0.0,0.0,0.0,118.1076222239731,30.972554384392566,87.13506783958053
2024-07-05 17:00:00,no_battery,97.00634263639354,0.0,16.032573900308773,0.0,0.0,0.0,0.0,0.0,113.03891653670232,16.032573900308773,97.00634263639354
2024-07-05 18:00:00,no_battery,109.91448466238073,0.0,7.586087917652736e-15,0.0,0.0,0.0,0.0,0.0,109.91448466238074,7.586087917652736e-15,109.91448466238073
2024-07-05 19:00:00,no_battery,106.44662690876523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.44662690876523,0.0,106.44662690876523
2024-07-05 20:00:00,no_battery,103.32219503444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32219503444362,0.0,103.32219503444362
2024-07-05 21:00:00,no_battery,101.16002109076763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.16002109076763,0.0,101.16002109076763
2024-07-05 22:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-05 23:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-06 00:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 01:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 02:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 03:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 04:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 05:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 06:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 07:00:00,no_battery,5.529910909136529,0.0,16.61213786111258,0.0,0.0,0.0,0.0,0.0,22.142048770249108,16.61213786111258,5.529910909136529
2024-07-06 08:00:00,no_battery,45.72692301114714,0.0,32.09218597984617,0.0,0.0,0.0,0.0,0.0,77.81910899099331,32.09218597984617,45.72692301114714
2024-07-06 09:00:00,no_battery,33.020374251178424,0.0,45.38520465889816,0.0,0.0,0.0,0.0,0.0,78.40557891007658,45.38520465889816,33.020374251178424
2024-07-06 10:00:00,no_battery,24.46353446422718,0.0,55.585296643043165,0.0,0.0,0.0,0.0,0.0,80.04883110727035,55.585296643043165,24.46353446422718
2024-07-06 11:00:00,no_battery,20.42605681174401,0.0,61.99734252001074,0.0,0.0,0.0,0.0,0.0,82.42339933175475,61.99734252001074,20.42605681174401
2024-07-06 12:00:00,no_battery,24.218062123965566,0.0,64.18437195969234,0.0,0.0,0.0,0.0,0.0,88.40243408365791,64.18437195969234,24.218062123965566
2024-07-06 13:00:00,no_battery,30.96521467843973,0.0,61.99734252001074,0.0,0.0,0.0,0.0,0.0,92.96255719845047,61.99734252001074,30.96521467843973
2024-07-06 14:00:00,no_battery,39.76596482497529,0.0,55.58529664304317,0.0,0.0,0.0,0.0,0.0,95.35126146801846,55.58529664304317,39.76596482497529
2024-07-06 15:00:00,no_battery,49.80707465582931,0.0,45.38520465889816,0.0,0.0,0.0,0.0,0.0,95.19227931472747,45.38520465889816,49.80707465582931
2024-07-06 16:00:00,no_battery,60.328068525489904,0.0,32.09218597984617,0.0,0.0,0.0,0.0,0.0,92.42025450533608,32.09218597984617,60.328068525489904
2024-07-06 17:00:00,no_battery,70.82140158787435,0.0,16.6121378611126,0.0,0.0,0.0,0.0,0.0,87.43353944898695,16.6121378611126,70.82140158787435
2024-07-06 18:00:00,no_battery,85.05897122450254,0.0,7.860318567572036e-15,0.0,0.0,0.0,0.0,0.0,85.05897122450256,7.860318567572036e-15,85.05897122450254
2024-07-06 19:00:00,no_battery,82.42339933175475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.42339933175475,0.0,82.42339933175475
2024-07-06 20:00:00,no_battery,80.04883110727035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.04883110727035,0.0,80.04883110727035
2024-07-06 21:00:00,no_battery,78.40557891007658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.40557891007658,0.0,78.40557891007658
2024-07-06 22:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-06 23:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 00:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 01:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 02:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 03:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 04:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 05:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 06:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 07:00:00,no_battery,5.077643003105091,0.0,17.064405767144017,0.0,0.0,0.0,0.0,0.0,22.142048770249108,17.064405767144017,5.077643003105091
2024-07-07 08:00:00,no_battery,44.85320850947227,0.0,32.96590048152105,0.0,0.0,0.0,0.0,0.0,77.81910899099331,32.96590048152105,44.85320850947227
2024-07-07 09:00:00,no_battery,31.784755353267762,0.0,46.62082355680882,0.0,0.0,0.0,0.0,0.0,78.40557891007658,46.62082355680882,31.784755353267762
2024-07-07 10:00:00,no_battery,22.950216556016564,0.0,57.09861455125378,0.0,0.0,0.0,0.0,0.0,80.04883110727035,57.09861455125378,22.950216556016564
2024-07-07 11:00:00,no_battery,19.733917586683127,0.0,63.68522932395283,0.0,0.0,0.0,0.0,0.0,83.41914691063596,63.68522932395283,19.733917586683127
2024-07-07 12:00:00,no_battery,23.59963359460947,0.0,65.93180096304211,0.0,0.0,0.0,0.0,0.0,89.53143455765158,65.93180096304211,23.59963359460947
2024-07-07 13:00:00,no_battery,30.406328348491307,0.0,63.68522932395283,0.0,0.0,0.0,0.0,0.0,94.09155767244414,63.68522932395283,30.406328348491307
2024-07-07 14:00:00,no_battery,39.381647390758346,0.0,57.09861455125379,0.0,0.0,0.0,0.0,0.0,96.48026194201213,57.09861455125379,39.381647390758346
2024-07-07 15:00:00,no_battery,49.700456231912334,0.0,46.62082355680882,0.0,0.0,0.0,0.0,0.0,96.32127978872116,46.62082355680882,49.700456231912334
2024-07-07 16:00:00,no_battery,60.58335449780871,0.0,32.96590048152105,0.0,0.0,0.0,0.0,0.0,93.54925497932976,32.96590048152105,60.58335449780871
2024-07-07 17:00:00,no_battery,71.3648812607241,0.0,17.064405767144034,0.0,0.0,0.0,0.0,0.0,88.42928702786814,17.064405767144034,71.3648812607241
2024-07-07 18:00:00,no_battery,85.05897122450254,0.0,8.074316901140989e-15,0.0,0.0,0.0,0.0,0.0,85.05897122450256,8.074316901140989e-15,85.05897122450254
2024-07-07 19:00:00,no_battery,82.42339933175475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.42339933175475,0.0,82.42339933175475
2024-07-07 20:00:00,no_battery,80.04883110727035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.04883110727035,0.0,80.04883110727035
2024-07-07 21:00:00,no_battery,78.40557891007658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.40557891007658,0.0,78.40557891007658
2024-07-07 22:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-07 23:00:00,no_battery,22.142048770249108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142048770249108,0.0,22.142048770249108
2024-07-08 00:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-08 01:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-08 02:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-08 03:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-08 04:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-08 05:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-08 06:00:00,no_battery,27.129060380468324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.129060380468324,0.0,27.129060380468324
2024-07-08 07:00:00,no_battery,9.810655327983994,0.0,17.31840505248433,0.0,0.0,0.0,0.0,0.0,27.129060380468324,17.31840505248433,9.810655327983994
